flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
414,TestIndigo,Bengaluru,Mumbai,Monday,12:10,14:35,27-10-2019,28-03-2020
414,TestIndigo,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,14:35,27-10-2019,28-03-2020
6128,TestIndigo,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50,16:30,27-10-2019,28-03-2020
361,TestIndigo,Bengaluru,Mumbai,Monday,15:30,17:20,27-10-2019,28-03-2020
361,TestIndigo,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:20,27-10-2019,28-03-2020
6449,TestIndigo,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,20:20,27-10-2019,28-03-2020
5348,TestIndigo,Bengaluru,Mumbai,Monday,19:40,21:30,27-10-2019,28-03-2020
5348,TestIndigo,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,21:30,27-10-2019,28-03-2020
6794,TestIndigo,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:50,23:40,27-10-2019,28-03-2020
849,TestIndigo,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:15,00:55,27-10-2019,28-03-2020
787,TestIndigo,Ranchi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,19:35,31-03-2019,26-10-2019
655,TestIndigo,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25,08:50,31-03-2019,26-10-2019
6904,TestIndigo,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,14:25,31-03-2019,26-10-2019
403,TestIndigo,Indore,Mumbai,Saturday,14:10,15:20,31-03-2019,20-10-2019
587,TestIndigo,Indore,Mumbai,Friday,20:00,21:30,06-04-2019,26-10-2019
587,TestIndigo,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",20:00,21:30,31-03-2019,25-10-2019
568,TestIndigo,Vadodara,Mumbai,Monday,08:05,09:10,02-04-2019,22-10-2019
568,TestIndigo,Vadodara,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:05,09:10,31-03-2019,26-10-2019
446,TestIndigo,Vadodara,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:25,31-03-2019,26-10-2019
5915,TestIndigo,Allahabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40,15:50,27-10-2019,28-03-2020
802,TestIndigo,Raipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50,13:45,31-03-2019,26-10-2019
804,TestIndigo,Raipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,18:40,31-03-2019,26-10-2019
264,TestIndigo,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:15,14:45,01-04-2019,26-10-2019
463,TestIndigo,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",14:35,17:00,01-04-2019,26-10-2019
264,TestIndigo,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:10,14:40,28-10-2019,28-03-2020
463,TestIndigo,Chandigarh,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:40,17:20,27-10-2019,28-03-2020
748,TestIndigo,Udaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:45,11:25,31-03-2019,26-10-2019
753,TestIndigo,Udaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:15,16:45,31-03-2019,26-10-2019
831,TestIndigo,Guwahati,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:40,12:00,31-03-2019,26-10-2019
433,TestIndigo,Guwahati,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:20,20:40,31-03-2019,26-10-2019
782,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,11:00,31-03-2019,26-10-2019
621,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25,14:30,31-03-2019,26-10-2019
998,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:15,19:15,31-03-2019,26-10-2019
495,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:45,08:40,28-10-2019,28-03-2020
782,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:50,11:00,27-10-2019,28-03-2020
917,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25,14:30,27-10-2019,28-03-2020
5341,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40,17:40,27-10-2019,28-03-2020
998,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,19:20,27-10-2019,28-03-2020
6183,TestIndigo,Chennai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:35,23:55,27-10-2019,28-03-2020
453,TestIndigo,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,09:50,31-03-2019,26-10-2019
598,TestIndigo,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,16:15,31-03-2019,26-10-2019
453,TestIndigo,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50,09:50,27-10-2019,28-03-2020
598,TestIndigo,Coimbatore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:20,16:20,27-10-2019,28-03-2020
5302,TestIndigo,Bhopal,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:25,11:00,27-10-2019,28-03-2020
6097,TestIndigo,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,14:40,31-03-2019,26-10-2019
813,TestIndigo,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,16:00,31-03-2019,26-10-2019
712,TestIndigo,Goa,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:45,16:05,31-03-2019,26-10-2019
418,TestIndigo,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,18:30,31-03-2019,26-10-2019
468,TestIndigo,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:05,19:35,31-03-2019,26-10-2019
496,TestIndigo,Kolkata,Mumbai,Friday,07:05,09:55,06-04-2019,26-10-2019
429,TestIndigo,Kolkata,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55,13:45,31-03-2019,26-10-2019
326,TestIndigo,Kolkata,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:45,17:40,31-03-2019,26-10-2019
757,TestIndigo,Kolkata,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,20:00,31-03-2019,26-10-2019
295,TestIndigo,Mangalore,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:10,13:50,31-03-2019,26-10-2019
295,TestIndigo,Mangalore,Mumbai,Monday,16:05,17:45,02-04-2019,22-10-2019
459,TestIndigo,Mangalore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,19:40,31-03-2019,26-10-2019
7191,TestIndigo,Tirupati,Kolhapur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:00,14:10,30-04-2019,26-10-2019
879,TestIndigo,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35,11:45,31-03-2019,26-10-2019
366,TestIndigo,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:15,12:30,31-03-2019,26-10-2019
626,TestIndigo,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:55,17:00,31-03-2019,26-10-2019
611,TestIndigo,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:50,18:05,31-03-2019,26-10-2019
773,TestIndigo,Hyderabad,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,18:50,31-03-2019,26-10-2019
2197,TestIndigo,Delhi,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:25,21:35,31-03-2019,26-10-2019
531,TestIndigo,Kochi,Visakhapatnam,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:10,16:20,31-03-2019,26-10-2019
208,TestIndigo,Bengaluru,Visakhapatnam,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",16:50,18:20,31-03-2019,26-10-2019
288,TestIndigo,Bengaluru,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:35,07:05,27-10-2019,28-03-2020
409,TestIndigo,Bengaluru,Visakhapatnam,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,14:10,27-10-2019,28-03-2020
208,TestIndigo,Bengaluru,Visakhapatnam,"Sunday,Wednesday,Thursday,Friday,Saturday",16:35,18:05,27-10-2019,28-03-2020
208,TestIndigo,Bengaluru,Visakhapatnam,Tuesday,16:35,18:05,27-10-2019,28-03-2020
208,TestIndigo,Bengaluru,Visakhapatnam,Monday,17:00,18:05,27-10-2019,28-03-2020
557,TestIndigo,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:40,08:10,31-03-2019,26-10-2019
882,TestIndigo,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,19:15,31-03-2019,26-10-2019
557,TestIndigo,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:40,07:55,27-10-2019,28-03-2020
882,TestIndigo,Chennai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:25,19:55,27-10-2019,28-03-2020
512,TestIndigo,Kolkata,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,14:00,31-03-2019,26-10-2019
2894,TestIndigo,Delhi,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:30,22:45,31-03-2019,26-10-2019
2024,TestIndigo,Delhi,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:20,07:50,01-12-2019,15-02-2020
453,TestIndigo,Mumbai,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:40,13:05,31-03-2019,26-10-2019
477,TestIndigo,Bengaluru,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",09:55,13:10,27-10-2019,28-03-2020
477,TestIndigo,Bengaluru,Amritsar,Friday,09:55,13:10,27-10-2019,28-03-2020
894,TestIndigo,Guwahati,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,19:20,31-03-2019,26-10-2019
217,TestIndigo,Chennai,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,18:30,30-04-2019,26-10-2019
478,TestIndigo,Srinagar,Amritsar,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50,15:55,31-03-2019,26-10-2019
2615,TestIndigo,Delhi,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00,13:55,31-03-2019,26-10-2019
911,TestIndigo,Bengaluru,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:45,15:00,01-12-2019,28-03-2020
251,TestIndigo,Guwahati,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,09:15,31-03-2019,26-10-2019
939,TestIndigo,Guwahati,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:50,11:50,31-03-2019,26-10-2019
186,TestIndigo,Guwahati,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,13:15,31-03-2019,26-10-2019
358,TestIndigo,Agartala,Imphal,"Sunday,Wednesday,Friday",13:05,13:55,28-10-2019,28-03-2020
6114,TestIndigo,Kolkata,Imphal,"Monday,Tuesday,Thursday,Saturday",11:30,12:50,31-03-2019,25-10-2019
874,TestIndigo,Kolkata,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,15:00,31-03-2019,26-10-2019
7153,TestIndigo,Hyderabad,Rajahmundry,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,12:25,31-03-2019,26-10-2019
7123,TestIndigo,Hyderabad,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:25,15:50,31-03-2019,26-10-2019
7155,TestIndigo,Hyderabad,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:35,16:55,31-03-2019,26-10-2019
7107,TestIndigo,Bengaluru,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,11:30,27-10-2019,28-03-2020
7231,TestIndigo,Bengaluru,Rajahmundry,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05,17:55,27-10-2019,28-03-2020
7231,TestIndigo,Bengaluru,Rajahmundry,Monday,16:05,17:55,27-10-2019,28-03-2020
7125,TestIndigo,Chennai,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:15,19:55,31-03-2019,26-10-2019
7125,TestIndigo,Chennai,Rajahmundry,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:20,20:55,27-10-2019,28-03-2020
982,TestIndigo,Hyderabad,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:35,11:35,31-03-2019,26-10-2019
738,TestIndigo,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:20,10:00,31-03-2019,26-10-2019
6126,TestIndigo,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,14:00,31-03-2019,26-10-2019
581,TestIndigo,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:15,15:50,31-03-2019,26-10-2019
653,TestIndigo,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:40,17:20,31-03-2019,26-10-2019
494,TestIndigo,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:45,08:20,16-02-2020,28-03-2020
634,TestIndigo,Lucknow,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:15,09:15,31-03-2019,26-10-2019
342,TestIndigo,Lucknow,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:10,31-03-2019,26-10-2019
787,TestIndigo,Mumbai,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,15:15,31-03-2019,26-10-2019
902,TestIndigo,Bengaluru,Patna,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,17:40,31-03-2019,26-10-2019
897,TestIndigo,Bengaluru,Patna,Monday,15:10,17:40,02-04-2019,22-10-2019
485,TestIndigo,Bengaluru,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:50,14:25,27-10-2019,28-03-2020
902,TestIndigo,Bengaluru,Patna,Monday,15:05,17:35,27-10-2019,28-03-2020
902,TestIndigo,Bengaluru,Patna,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,17:35,27-10-2019,28-03-2020
6325,TestIndigo,Ranchi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,18:45,31-03-2019,26-10-2019
6147,TestIndigo,Guwahati,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:00,22:30,31-03-2019,26-10-2019
811,TestIndigo,Kolkata,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:35,12:55,31-03-2019,26-10-2019
633,TestIndigo,Kolkata,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:30,19:45,31-03-2019,26-10-2019
6685,TestIndigo,Ahmedabad,Jodhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,16:30,27-10-2019,28-03-2020
201,TestIndigo,Bengaluru,Jodhpur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,12:05,27-10-2019,28-03-2020
444,TestIndigo,Hyderabad,Dehradun,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30,16:00,31-03-2019,26-10-2019
818,TestIndigo,Delhi,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20,12:10,31-03-2019,26-10-2019
966,TestIndigo,Delhi,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,13:45,31-03-2019,26-10-2019
657,TestIndigo,Delhi,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,07:30,01-12-2019,28-03-2020
577,TestIndigo,Lucknow,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00,15:20,31-03-2019,26-10-2019
223,TestIndigo,Mumbai,Dehradun,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:30,31-03-2019,26-10-2019
911,TestIndigo,Bengaluru,Dehradun,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:50,15:40,27-10-2019,30-11-2019
293,TestIndigo,Hyderabad,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,12:25,31-03-2019,26-10-2019
368,TestIndigo,Bengaluru,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:30,06:55,27-10-2019,28-03-2020
188,TestIndigo,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:25,10:40,31-03-2019,26-10-2019
6213,TestIndigo,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55,15:20,31-03-2019,26-10-2019
6213,TestIndigo,Chennai,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:20,06:45,27-10-2019,28-03-2020
282,TestIndigo,Kolkata,Port Blair,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:35,09:50,31-03-2019,26-10-2019
644,TestIndigo,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",08:50,10:45,01-04-2019,26-10-2019
6361,TestIndigo,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:55,13:40,01-04-2019,26-10-2019
6644,TestIndigo,Hyderabad,Ahmedabad,Saturday,13:30,15:15,31-03-2019,20-10-2019
719,TestIndigo,Hyderabad,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30,17:25,31-03-2019,26-10-2019
517,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:40,08:15,31-03-2019,26-10-2019
6373,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",07:40,09:20,01-04-2019,26-10-2019
161,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:05,12:35,01-04-2019,26-10-2019
432,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40,15:10,31-03-2019,26-10-2019
153,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55,19:30,31-03-2019,26-10-2019
658,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45,22:20,31-03-2019,26-10-2019
607,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:45,23:15,31-03-2019,26-10-2019
517,TestIndigo,Delhi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,08:05,27-10-2019,28-03-2020
6054,TestIndigo,Bagdogra,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35,15:25,27-10-2019,28-03-2020
856,TestIndigo,Lucknow,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:05,22:55,31-03-2019,26-10-2019
543,TestIndigo,Kochi,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:05,14:45,01-04-2019,26-10-2019
668,TestIndigo,Kochi,Ahmedabad,Monday,17:45,20:20,02-04-2019,22-10-2019
213,TestIndigo,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25,08:45,31-03-2019,26-10-2019
181,TestIndigo,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:20,13:30,01-04-2019,26-10-2019
361,TestIndigo,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,19:15,31-03-2019,26-10-2019
639,TestIndigo,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:10,21:30,31-03-2019,26-10-2019
6433,TestIndigo,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25,22:45,31-03-2019,26-10-2019
238,TestIndigo,Jaipur,Ahmedabad,Monday,07:55,09:25,02-04-2019,22-10-2019
369,TestIndigo,Bengaluru,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,16:35,31-03-2019,26-10-2019
369,TestIndigo,Bengaluru,Ahmedabad,Monday,15:45,17:55,02-04-2019,22-10-2019
452,TestIndigo,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30,19:40,31-03-2019,26-10-2019
6779,TestIndigo,Bengaluru,Ahmedabad,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",02:35,04:50,27-10-2019,14-11-2019
586,TestIndigo,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:10,08:30,27-10-2019,28-03-2020
452,TestIndigo,Bengaluru,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25,19:45,27-10-2019,28-03-2020
352,TestIndigo,Pune,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25,07:40,31-03-2019,26-10-2019
135,TestIndigo,Pune,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:30,15:45,31-03-2019,25-10-2019
6145,TestIndigo,Guwahati,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,16:20,31-03-2019,26-10-2019
237,TestIndigo,Chennai,Ahmedabad,Monday,16:10,18:30,02-04-2019,22-10-2019
237,TestIndigo,Chennai,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,18:30,31-03-2019,26-10-2019
6413,TestIndigo,Chennai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,15:10,27-10-2019,28-03-2020
237,TestIndigo,Chennai,Ahmedabad,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,18:40,27-10-2019,28-03-2020
5994,TestIndigo,Hubli,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",09:45,11:20,01-04-2019,26-10-2019
5994,TestIndigo,Hubli,Ahmedabad,Saturday,13:45,15:25,31-03-2019,20-10-2019
7737,TestIndigo,Bhopal,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00,16:10,10-11-2019,28-03-2020
948,TestIndigo,Goa,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:10,03:55,31-03-2019,26-10-2019
202,TestIndigo,Kolkata,Ahmedabad,Friday,12:50,15:35,06-04-2019,26-10-2019
202,TestIndigo,Kolkata,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",12:50,15:35,31-03-2019,25-10-2019
674,TestIndigo,Kolkata,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35,21:20,31-03-2019,26-10-2019
913,TestIndigo,Hyderabad,Jaipur,"Monday,Wednesday,Friday,Saturday",11:35,13:40,31-03-2019,26-10-2019
913,TestIndigo,Hyderabad,Jaipur,"Sunday,Tuesday,Thursday",11:35,13:40,01-04-2019,25-10-2019
467,TestIndigo,Hyderabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,19:35,31-03-2019,26-10-2019
6098,TestIndigo,Delhi,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:35,08:30,31-03-2019,26-10-2019
212,TestIndigo,Delhi,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,10:10,31-03-2019,26-10-2019
736,TestIndigo,Delhi,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10,22:05,31-03-2019,31-05-2019
736,TestIndigo,Delhi,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10,22:05,01-06-2019,26-10-2019
914,TestIndigo,Varanasi,Jaipur,"Monday,Wednesday,Friday,Saturday",16:10,17:25,31-03-2019,26-10-2019
451,TestIndigo,Lucknow,Jaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,17:50,31-03-2019,26-10-2019
652,TestIndigo,Kochi,Jaipur,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,17:40,31-03-2019,26-10-2019
504,TestIndigo,Mumbai,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,19:05,31-03-2019,26-10-2019
237,TestIndigo,Ahmedabad,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10,20:30,27-10-2019,28-03-2020
